,Dem_age,Dem_gender,Country,Scale_PSS10_UCLA_1,Scale_PSS10_UCLA_2,Scale_PSS10_UCLA_3,Scale_PSS10_UCLA_4,Scale_PSS10_UCLA_5,Scale_PSS10_UCLA_6,Scale_PSS10_UCLA_7,Scale_PSS10_UCLA_8,Scale_PSS10_UCLA_9,Scale_PSS10_UCLA_10,Scale_Lon_1,Scale_Lon_2,Scale_Lon_3,OECD_insititutions_1,OECD_insititutions_2,OECD_insititutions_3,OECD_insititutions_4,OECD_insititutions_5,OECD_insititutions_6,Corona_concerns_1,Corona_concerns_2,Corona_concerns_3,Corona_concerns_4,Corona_concerns_5,Compliance_1,Compliance_2,Compliance_3,Compliance_4,Compliance_5,Compliance_6,PSS10_avg,Lon_avg,SPS_avg
97537,55,Female,United States,3,3,3,4,3,2,4,4,3,1,2,1,2,4,6,6,4,7,2,4,6,4,6,6,6,6,6,2,2,4,2.4,1.666667,5.3
97553,45,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97578,55,Female,United States,3,2,2,NA,2,1,3,1,3,1,3,1,4,2,4,5,1,2,1,2,3,3,4,4,4,5,6,1,3,3,2.666667,2.666667,5
97588,29,Female,United States,3,4,5,3,2,2,3,2,4,3,3,3,4,1,5,5,4,5,0,6,6,6,6,6,3,6,6,4,1,4,3.5,3.333333,5.6
97601,39,Female,United States,2,4,3,4,3,2,4,3,4,3,2,2,2,3,6,5,6,5,5,5,5,5,5,5,6,5,5,3,3,4,2.8,2,4.2
97607,50,Female,United States,3,4,5,3,2,2,3,3,3,3,4,2,4,2,8,8,5,8,1,5,5,6,6,6,5,5,5,5,2,2,3.3,3.333333,3.5
97619,54,Female,United States,1,1,2,5,3,1,4,4,1,1,1,1,3,5,10,10,8,5,8,3,5,5,6,5,6,6,5,2,2,2,1.5,1.666667,5.5
97684,44,Male,United States,3,2,4,4,3,2,5,3,4,2,1,2,3,4,8,5,8,5,0,4,5,5,6,6,6,5,5,2,4,2,2.6,2,NA
97807,24,Male,United States,3,1,2,4,4,1,2,4,3,2,3,1,2,4,8,8,8,NA,5,4,3,2,5,6,5,6,6,2,4,4,2.2,2,6
97825,40,Female,United States,5,3,5,4,4,3,4,1,1,2,3,2,5,7,7,7,NA,8,5,6,6,NA,6,6,5,6,5,5,4,3,3,3.333333,NA
97900,53,Female,United States,2,4,5,4,2,2,4,4,2,3,2,2,2,3,6,8,6,9,3,5,6,5,6,6,6,6,6,2,4,2,2.8,2,6
97924,40,Female,United States,3,4,4,3,2,3,3,3,4,4,3,3,4,2,5,5,2,6,1,3,5,3,6,6,5,5,6,4,3,1,3.5,3.333333,4.7
98005,43,Female,United States,2,3,2,3,3,4,2,3,3,3,1,1,1,2,6,5,3,9,3,4,6,4,5,5,4,5,5,5,3,3,3,1,5.8
98059,42,Female,United States,2,2,3,4,4,1,4,4,3,2,2,2,3,6,6,7,7,7,5,6,6,6,6,5,6,5,6,5,2,4,2.1,2.333333,6
98072,35,Female,United States,3,4,4,3,2,4,3,2,2,4,2,2,3,2,2,5,2,5,2,6,6,6,6,6,5,6,6,2,1,4,3.5,2.333333,4.5
98082,66,Female,United States,2,4,3,4,2,1,3,4,3,2,2,3,4,3,7,5,3,3,3,6,NA,6,6,6,5,6,6,1,1,4,2.6,3,6
98224,42,Female,United States,2,3,4,4,3,2,3,2,3,3,1,2,3,3,8,5,8,10,0,4,4,4,6,5,5,6,6,4,4,2,2.9,2,5.9
98278,48,Female,United States,3,1,3,5,2,2,4,4,3,3,2,2,3,8,8,8,9,8,8,5,5,5,5,5,4,5,5,2,4,6,2.4,2.333333,NA
98415,30,Male,United States,3,4,4,3,3,3,3,3,4,3,3,3,4,2,2,2,2,3,2,5,6,5,6,6,6,3,3,4,4,1,3.3,3.333333,5.4
98464,43,Female,United States,2,2,3,5,4,3,4,4,3,2,3,2,3,1,6,5,7,7,1,5,5,5,5,5,5,4,5,2,2,2,2.2,2.666667,4.6
98598,43,Male,United States,4,3,5,3,2,3,3,3,4,3,1,2,4,5,7,7,3,9,3,4,4,4,5,5,5,5,5,2,3,4,3.5,2.333333,5.4
98889,29,Male,United States,4,3,4,3,2,3,3,4,4,5,4,4,4,NA,NA,NA,NA,3,NA,5,6,5,2,2,5,6,6,5,5,1,3.5,4,4
98903,20,Male,United States,1,3,3,2,2,3,1,1,4,1,3,3,3,4,8,5,5,5,6,2,2,2,4,5,NA,NA,NA,NA,NA,NA,3.3,3,NA
99122,39,Female,United States,2,2,3,3,3,3,3,2,2,1,5,2,2,8,10,9,9,9,9,4,4,4,4,6,6,6,5,1,2,2,2.6,3,5.555556
99478,23,Male,United States,5,5,5,3,2,5,2,2,5,5,5,4,5,4,5,3,3,0,2,4,5,4,5,6,4,6,6,5,1,4,4.5,4.666667,5.1
99506,42,Female,United States,3,3,4,3,2,4,3,3,4,3,3,3,5,0,8,9,6,8,0,4,6,5,5,5,5,5,5,4,3,3,3.4,3.666667,4.8
99647,68,Female,United States,3,5,2,5,5,1,5,5,2,2,3,1,2,3,7,7,7,7,3,5,5,5,6,6,5,5,5,2,5,2,1.9,2,5.8
99699,48,Female,United States,2,2,3,5,4,2,4,3,3,2,2,2,3,5,8,8,9,1,5,5,5,5,5,5,5,5,5,2,3,5,2.2,2.333333,5.1
99839,43,Female,United States,2,2,3,4,4,2,4,4,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
99849,40,Male,United States,2,3,3,4,3,3,4,4,2,3,3,3,3,4,3,5,6,8,5,3,3,3,3,3,5,4,4,3,4,4,2.5,3,3.5
99938,56,Female,United States,2,2,2,5,4,3,5,4,4,2,2,2,3,3,7,8,2,3,2,4,5,5,6,6,6,6,5,2,3,2,2.1,2.333333,NA
100084,39,Female,United States,2,2,2,5,2,2,5,4,2,2,2,3,3,0,NA,NA,NA,0,NA,3,3,3,3,3,3,6,6,4,3,2,2,2.666667,6
100101,55,Male,United States,3,4,5,3,2,3,3,3,4,3,5,5,5,5,7,8,3,5,5,3,3,3,3,4,5,4,5,2,4,1,3.5,5,3.2
100117,40,Male,United States,3,1,3,NA,4,1,1,NA,1,3,NA,1,NA,1,1,2,5,5,0,5,5,NA,5,5,5,NA,NA,5,5,5,2.375,1,NA
100397,55,Female,United States,3,3,4,4,3,3,2,3,3,3,4,3,4,6,6,6,4,9,6,6,6,1,6,6,5,5,5,4,4,3,3.1,3.666667,5.2
100428,57,Female,United States,2,3,3,4,4,3,4,4,2,2,1,3,2,4,5,6,7,8,7,3,4,4,4,5,5,5,5,4,4,2,2.3,2,5.2
100492,61,Female,United States,3,3,3,4,2,4,2,3,3,1,2,1,1,7,8,8,7,4,6,6,5,4,6,6,5,6,6,3,4,6,3,1.333333,5.3
100514,38,Male,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100622,31,Female,United States,4,5,5,3,3,5,4,3,1,4,4,2,2,2,7,5,6,10,1,2,6,5,6,6,6,5,5,5,2,5,3.5,2.666667,5
100678,56,Female,United States,3,3,4,3,3,4,4,2,4,4,5,3,3,2,3,4,1,8,1,6,6,6,6,6,5,5,6,1,3,2,3.4,3.666667,4.7
100695,39,Female,United States,3,3,4,2,1,4,2,3,3,4,1,2,3,5,6,5,4,0,5,5,5,5,5,5,4,5,4,3,3,5,3.7,2,NA
100699,53,Female,United States,2,4,4,3,2,3,2,1,1,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,2,NA
100704,26,Female,United States,3,2,3,5,4,1,3,4,3,1,3,3,2,1,5,7,4,6,2,1,6,4,6,6,5,3,3,1,4,4,2.1,2.666667,4.8
100778,47,Male,United States,3,2,4,3,3,2,3,4,2,3,3,3,3,5,6,5,5,0,5,6,6,5,5,2,5,6,6,3,2,6,2.7,3,4.8
100840,32,Female,United States,2,4,3,3,3,2,3,3,3,2,2,3,5,6,9,7,9,8,5,4,4,5,5,4,5,5,5,2,2,1,2.8,3.333333,5.6
100899,42,Female,United States,3,4,3,5,4,2,3,4,2,2,2,NA,4,8,9,8,8,7,9,1,1,1,1,1,5,2,5,4,6,3,2.4,3,4.9
101262,49,Male,United States,3,2,3,4,3,3,3,3,3,2,4,3,4,6,5,7,NA,7,5,6,6,6,6,6,6,6,6,4,2,5,2.7,3.666667,5.1
101305,51,Female,United States,3,2,3,4,4,2,5,4,2,2,3,3,3,8,8,9,9,8,6,5,5,5,6,6,5,5,5,3,5,5,2.1,3,NA
101354,53,Female,United States,3,2,4,4,3,2,4,4,3,3,3,2,3,0,6,6,7,8,1,6,6,6,6,6,6,5,5,1,2,1,2.6,2.666667,4.3
101425,24,Female,United States,2,3,5,3,3,3,4,3,3,3,3,1,3,8,8,7,8,9,8,4,6,5,5,5,6,5,5,1,4,4,3,2.333333,5.5
101508,43,Female,United States,2,3,3,4,3,1,2,3,2,2,4,4,4,6,7,7,6,7,6,5,6,5,5,5,6,6,6,5,3,5,2.5,4,4.1
101524,50,Female,United States,3,4,4,4,2,4,3,4,5,3,3,3,3,0,7,5,2,7,0,5,6,6,6,6,6,5,5,2,1,2,3.4,3,5.9
101535,37,Female,United States,4,4,4,4,3,2,2,2,4,3,2,2,4,4,3,4,4,1,2,4,6,5,5,4,4,6,6,2,2,6,3.4,2.666667,5
101540,59,Female,United States,4,2,5,4,4,3,4,3,4,3,3,3,3,3,5,4,4,6,3,5,5,5,6,6,5,5,5,2,NA,3,3,3,5
101667,61,Male,United States,2,1,2,4,4,1,4,4,1,1,3,2,3,7,5,9,5,9,7,5,5,5,5,5,6,5,5,2,4,2,1.6,2.666667,4.7
101739,34,Female,United States,4,4,5,1,1,3,2,1,3,4,1,1,3,5,7,7,5,1,1,6,5,4,6,5,2,6,5,2,3,6,4.2,1.666667,5.8
101799,26,Male,United States,3,3,4,3,3,2,4,5,3,2,5,4,5,6,7,6,1,8,0,3,4,4,6,5,6,6,6,1,1,6,2.6,4.666667,NA
101852,43,Female,United States,3,3,4,5,3,2,4,4,3,2,1,3,5,3,5,7,5,8,3,5,5,4,6,6,5,6,6,1,2,4,2.5,3,5.8
101880,35,Female,United States,4,4,4,3,2,5,2,3,4,5,5,5,4,1,1,2,3,6,2,5,6,6,5,6,4,6,6,1,2,5,4,4.666667,3.7
101949,41,Female,United States,2,4,4,3,3,4,4,2,4,3,4,3,4,NA,NA,3,NA,5,NA,4,5,5,5,4,5,5,5,2,5,2,3.3,3.666667,4.3
101954,47,Female,United States,3,2,4,3,5,2,4,4,2,2,3,3,3,6,8,9,5,7,4,5,5,5,5,5,5,5,5,2,5,3,2.3,3,4.8
101965,34,Female,United States,3,3,4,4,2,3,3,4,3,2,4,4,4,2,2,4,3,6,1,5,5,5,6,6,5,5,4,4,3,2,2.9,4,5.3
102062,56,Female,United States,4,1,3,5,3,1,4,4,3,2,3,NA,3,2,7,8,9,10,6,6,6,6,6,6,5,5,5,1,1,2,2.2,3,6
102092,27,Female,United States,3,3,3,4,4,2,4,1,2,3,3,3,3,6,4,5,4,6,4,2,5,4,6,6,6,5,5,2,4,1,2.7,3,4.7
102121,35,Female,United States,3,5,5,2,2,4,2,2,3,4,3,2,3,1,2,7,1,5,1,5,5,5,5,5,5,5,5,6,2,4,4,2.666667,4.5
102179,35,Other/would rather not say,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102197,59,Female,United States,2,3,3,4,3,3,3,4,3,3,3,3,5,5,5,8,5,5,7,1,1,1,1,1,1,1,1,1,2,2,2.7,3.666667,4.8
102207,42,Female,United States,3,4,4,2,2,3,2,4,4,4,4,5,4,2,9,6,0,8,5,1,1,1,1,1,4,5,5,3,4,5,3.6,4.333333,3.7
102273,31,Other/would rather not say,United States,3,4,3,4,1,2,2,4,4,2,3,2,3,2,2,3,1,3,2,2,4,5,4,5,5,5,5,1,2,3,3.1,2.666667,4.4
102300,35,Female,United States,2,3,4,4,3,3,4,1,2,2,3,2,4,3,5,6,9,10,3,2,5,6,5,5,5,4,5,2,3,4,2.8,3,5.3
102443,46,Female,United States,1,1,3,5,5,1,NA,5,2,1,1,1,3,5,10,10,5,10,3,1,4,1,3,6,6,6,5,4,6,1,1.333333,1.666667,NA
102500,44,Female,United States,1,2,2,5,4,2,5,4,2,1,2,1,2,3,7,8,5,10,1,3,1,5,5,5,6,5,5,2,2,3,1.6,1.666667,5.8
102546,35,Other/would rather not say,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102566,39,Female,United States,3,2,2,3,3,2,2,2,3,2,1,1,1,7,9,9,7,0,3,5,5,5,6,5,3,6,6,1,2,6,2.8,1,4.8
102590,59,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102630,46,Female,United States,4,1,4,4,3,1,4,3,4,1,1,1,1,6,8,4,4,0,5,3,3,3,4,4,3,6,6,2,2,5,2.5,1,5
102634,56,Male,United States,4,2,4,5,3,3,4,4,4,3,3,2,3,7,10,7,6,9,5,6,6,6,6,6,6,6,6,4,5,2,2.8,2.666667,NA
102648,51,Female,United States,3,2,3,4,4,2,4,3,3,3,2,2,2,0,1,1,0,1,0,3,4,4,4,4,4,6,5,2,4,4,2.5,2,4.7
102714,53,Male,United States,2,4,1,3,5,2,4,2,2,1,2,1,3,0,6,0,0,6,0,6,6,5,6,6,6,6,6,1,2,4,2.2,2,4.5
102732,38,Male,United States,3,3,3,4,3,1,5,4,1,3,4,2,5,4,5,5,5,0,6,5,4,3,6,3,5,5,5,4,2,5,2.2,3.666667,2.8
102737,30,Female,United States,2,4,4,1,1,3,2,1,3,2,1,1,5,8,1,NA,6,10,0,4,6,4,6,6,6,6,6,6,4,2,3.7,2.333333,6
102784,33,Female,United States,4,3,4,5,3,1,4,3,4,2,3,2,1,0,5,9,0,10,0,6,6,5,5,5,6,6,6,1,1,6,2.7,2,5.5
102786,30,Female,United States,3,3,3,4,4,3,4,4,1,2,4,3,1,7,7,7,5,3,5,3,3,3,5,4,4,6,6,2,5,5,2.3,2.666667,4.8
102808,58,Female,United States,2,2,5,4,4,3,3,3,2,2,1,1,3,0,9,9,4,5,0,6,6,6,6,6,6,6,6,1,1,1,2.6,1.666667,5.9
102896,56,Female,United States,5,4,4,4,3,3,3,2,3,3,5,5,5,4,9,9,4,4,3,3,6,6,6,4,6,3,3,6,3,2,3.4,5,4.2
102913,61,Female,United States,3,2,3,4,4,NA,NA,4,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,2,NA
102922,40,Female,United States,4,3,2,3,2,2,2,2,4,2,1,1,1,4,9,8,9,1,5,3,3,3,6,6,5,5,6,2,6,6,3.2,1,4.6
102933,44,Female,United States,3,3,5,4,3,3,4,4,3,4,2,3,2,5,5,4,2,2,1,6,6,6,6,6,6,5,6,1,4,3,3,2.333333,5.4
102955,23,Female,United States,3,3,5,3,3,3,3,4,3,2,3,3,3,6,9,9,8,10,6,6,6,6,6,6,5,5,6,4,5,5,3,3,5.8
102971,31,Female,United States,3,2,4,3,3,3,4,2,3,3,1,2,3,7,5,6,8,1,7,4,5,5,5,6,5,5,6,3,4,6,3,2,5.9
103031,36,Male,United States,5,4,5,3,3,3,4,1,5,4,3,2,3,1,1,3,5,7,1,4,6,6,5,6,6,6,6,1,2,6,3.9,2.666667,5.9
103046,27,Female,United States,4,3,5,2,2,3,3,2,3,2,5,5,5,2,3,4,7,7,3,2,5,6,4,6,3,6,5,6,4,3,3.5,5,4
103074,30,Female,United States,2,2,3,4,4,2,3,4,3,2,2,2,3,3,3,9,3,8,3,5,5,5,4,4,3,3,3,2,2,2,2.3,2.333333,5
103100,71,Male,United States,2,2,3,5,4,1,4,4,1,1,2,3,4,5,5,7,2,8,2,5,6,5,5,5,5,5,5,1,5,4,1.7,3,4
103111,43,Male,United States,5,5,5,3,2,4,2,2,5,4,4,5,4,4,9,7,8,4,7,2,4,2,2,2,6,4,5,6,4,2,4.3,4.333333,4.6
103116,37,Female,United States,4,3,4,3,3,3,3,1,4,3,3,4,3,3,0,0,4,4,2,5,6,6,6,6,5,6,6,1,1,3,3.5,3.333333,4.5
103125,33,Female,United States,2,2,5,4,2,4,4,3,1,2,1,2,3,1,8,8,10,10,9,5,5,5,5,5,5,5,6,2,5,3,2.7,2,5.5
103126,27,Female,United States,4,4,5,3,2,3,3,3,4,4,3,3,4,4,5,7,3,4,1,6,6,6,6,6,4,5,5,3,2,3,3.7,3.333333,5.2
103127,19,Other/would rather not say,United States,3,5,5,3,2,5,2,2,5,4,2,4,3,0,0,0,0,4,0,5,6,6,6,6,5,6,6,4,2,4,4.2,3,5.1
103133,32,Female,United States,2,2,2,4,3,1,4,4,2,1,1,1,2,4,4,4,6,1,3,3,3,3,5,5,6,5,6,2,5,5,1.9,1.333333,4.8
103137,39,Female,United States,3,2,3,4,3,2,4,3,3,2,2,1,3,5,8,9,9,9,6,4,5,4,5,5,5,6,6,2,4,5,2.5,2,4.4
103144,37,Female,United States,1,1,1,5,5,1,4,5,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.333333,NA
103150,43,Female,United States,2,2,3,3,3,4,4,4,3,3,1,1,5,4,4,5,5,6,1,6,6,6,6,6,6,6,6,1,2,6,2.7,2.333333,6
103178,35,Female,United States,3,3,4,3,3,3,2,4,3,2,3,4,3,4,3,6,5,5,2,4,5,5,5,5,6,6,5,1,2,2,3,3.333333,4.6
103183,52,Female,United States,2,3,3,5,3,1,5,3,1,2,2,1,3,6,8,4,8,7,7,5,6,5,5,5,5,5,4,2,3,4,2,2,NA
103192,34,Female,United States,3,4,5,2,3,2,4,3,5,3,3,1,1,7,1,5,3,8,9,2,5,4,6,3,5,4,4,2,4,5,3.4,1.666667,6
103194,33,Female,United States,3,2,4,3,4,3,3,4,4,2,3,2,3,1,2,2,0,2,2,6,5,4,5,4,6,6,5,3,1,3,2.8,2.666667,4.5
103196,35,Female,United States,4,4,4,4,3,2,3,5,4,1,2,2,3,7,6,8,5,8,7,5,6,5,6,6,6,5,6,1,3,4,2.8,2.333333,5.2
103197,64,Male,United States,2,2,1,4,2,1,4,3,2,2,2,2,1,5,7,7,5,4,6,3,4,4,4,4,5,5,5,2,4,4,2.1,1.666667,3.6
103215,30,Female,United States,3,3,5,4,3,3,4,3,3,2,4,3,4,2,4,8,7,8,3,4,6,5,5,6,6,4,4,4,3,3,2.9,3.666667,5.1
103218,61,Female,United States,4,2,4,5,4,2,3,1,1,2,1,1,1,3,6,7,3,4,2,6,6,6,6,6,5,5,5,2,5,5,2.6,1,4.6
103219,39,Female,United States,3,3,3,4,3,2,3,3,3,3,1,1,4,3,7,5,7,7,3,5,5,5,6,6,4,5,3,1,4,2,2.8,2,5.1
103225,25,Male,United States,2,2,3,5,5,2,3,5,2,1,1,1,2,5,6,5,5,1,6,5,6,3,6,5,6,4,4,1,2,4,1.8,1.333333,5.5
103227,25,Male,United States,4,5,4,5,3,3,3,3,3,3,1,2,3,5,7,7,5,6,3,5,6,5,5,5,6,5,6,5,4,3,3.2,2,5.4
103270,57,Female,United States,2,3,2,5,3,2,4,4,2,2,1,1,2,2,4,4,7,2,5,5,5,5,5,4,6,3,5,2,2,5,2.1,1.333333,5.5
103272,55,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103290,32,Female,United States,3,4,4,3,2,4,3,2,3,2,4,4,4,3,2,6,6,6,2,5,6,5,5,5,5,3,4,4,3,5,3.4,4,4.8
103304,28,Female,United States,4,3,3,3,1,3,3,4,4,3,3,4,4,3,3,6,5,8,5,6,6,6,6,6,6,5,5,2,1,5,3.3,3.666667,5.4
103305,30,Male,United States,1,1,3,5,4,1,3,4,1,1,1,1,1,5,4,3,2,NA,1,4,4,4,4,5,6,6,6,3,3,4,1.6,1,5
103319,31,Female,United States,3,3,4,3,3,3,3,3,5,3,4,3,4,1,5,4,6,10,1,4,5,4,4,4,6,4,5,4,4,4,3.3,3.666667,4
103332,30,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103346,32,Female,United States,1,1,1,4,4,1,4,4,1,1,1,1,4,5,4,6,4,0,3,3,3,3,6,6,6,6,6,1,4,4,1.4,2,5.7
103347,56,Male,United States,2,3,2,5,3,1,5,4,3,2,2,1,2,7,8,8,9,3,8,5,5,5,5,5,5,6,4,3,4,2,2,1.666667,4.7
103390,33,Male,United States,2,2,3,4,4,2,4,3,2,2,3,2,3,3,2,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,2.2,2.666667,5
103402,24,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103406,50,Male,United States,2,1,3,5,3,1,4,3,1,1,1,3,2,7,9,9,4,9,3,4,4,5,6,4,6,1,6,1,2,2,1.8,2,5.2
103407,31,Female,United States,2,4,3,4,2,2,4,3,4,2,3,3,3,2,2,5,7,9,1,6,6,6,6,6,6,3,3,2,2,3,2.8,3,5.8
103420,33,Male,United States,5,4,5,3,1,3,4,3,4,4,4,2,3,7,8,10,8,8,5,5,6,5,4,6,5,6,6,2,4,4,3.8,3,5.4
103424,42,Female,United States,3,3,4,3,4,3,4,3,3,4,3,2,2,6,6,6,5,5,4,6,6,5,4,4,6,4,4,2,5,3,3,2.333333,5
103427,48,Female,United States,2,3,4,4,4,3,4,4,4,2,2,2,2,NA,NA,NA,NA,NA,NA,3,3,3,5,6,6,6,6,1,4,6,2.6,2,NA
103428,32,Male,United States,3,4,4,4,3,3,4,4,3,1,1,1,3,4,2,1,2,6,2,1,1,1,1,1,4,5,6,3,4,3,2.7,1.666667,NA
103441,47,Male,United States,3,4,4,4,3,3,2,3,3,3,2,2,2,6,6,7,8,9,6,4,5,5,6,6,5,5,5,2,4,1,3.2,2,4.8
103473,24,Female,United States,4,3,5,2,2,5,3,3,4,5,2,3,3,6,4,5,3,3,2,2,3,2,6,6,5,4,3,5,4,4,4,2.666667,6
103475,59,Female,United States,1,1,1,5,5,1,5,5,1,1,1,1,1,5,8,6,6,1,1,1,4,5,5,5,6,6,6,1,6,6,1,1,4.8
103498,49,Female,United States,4,4,3,3,3,3,2,3,2,3,4,2,3,3,5,3,2,1,1,3,4,4,5,4,3,5,5,5,3,5,3.2,3,NA
103517,48,Female,United States,4,5,5,4,3,4,4,3,5,4,4,4,3,4,5,5,5,4,5,6,NA,6,6,6,6,4,5,4,3,6,3.7,3.666667,5
103552,52,Female,United States,3,3,3,3,4,2,4,1,2,2,2,2,2,1,6,6,2,5,1,4,6,6,6,6,6,6,6,2,5,2,2.7,2,5.4
103572,29,Female,United States,4,3,3,5,3,2,5,4,5,2,4,4,4,3,NA,2,3,7,1,5,6,5,6,6,5,5,5,4,2,4,2.6,4,5.8
103606,57,Female,United States,1,1,2,5,4,1,4,4,1,1,1,1,1,6,5,5,5,5,7,3,4,4,4,4,6,6,6,4,5,5,1.4,1,5
103609,55,Female,United States,1,1,4,4,4,3,5,3,1,1,1,1,1,10,6,1,0,9,0,4,6,4,6,6,6,5,4,3,2,6,1.9,1,6
103617,57,Female,United States,2,2,3,4,3,3,3,3,3,2,3,2,3,5,5,7,6,8,4,5,6,4,5,5,6,5,5,1,4,3,2.6,2.666667,4.2
103618,36,Female,United States,3,3,3,4,3,2,1,3,2,3,3,2,2,3,7,8,7,8,3,5,6,5,5,5,4,4,5,2,5,5,2.9,2.333333,5.3
103623,26,Female,United States,2,1,2,5,4,2,5,4,2,1,3,3,1,6,6,6,7,8,4,2,3,3,5,6,5,5,5,1,4,2,1.6,2.333333,NA
103628,45,Female,United States,3,2,4,4,3,3,4,3,3,3,3,2,3,5,5,5,2,6,4,1,1,1,1,1,1,1,1,2,3,1,2.8,2.666667,4
103637,21,Male,United States,3,3,4,4,4,4,3,1,3,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,4.333333,NA
103641,52,Female,United States,1,1,1,3,2,1,1,5,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1,NA
103642,27,Female,United States,4,3,3,3,3,3,3,3,4,3,4,3,4,5,4,5,5,7,3,4,4,4,6,6,4,6,6,3,2,6,3.2,3.666667,5.8
103657,73,Male,United States,3,4,4,5,3,3,4,5,2,2,1,4,5,6,8,9,7,7,5,5,5,5,5,5,5,5,5,2,4,3,2.5,3.333333,1.9
103674,61,Female,United States,1,1,1,5,1,2,5,5,1,2,2,2,2,5,4,8,8,4,6,1,2,1,6,6,5,6,6,1,4,1,1.6,2,5.5
103678,59,Female,United States,2,5,2,4,4,2,4,3,2,2,1,2,1,4,4,6,5,3,2,2,2,2,4,4,6,6,6,2,5,4,2.4,1.333333,4.9
103679,39,Female,United States,2,2,2,3,1,3,2,2,2,3,1,1,1,7,5,4,5,0,6,3,3,3,4,4,4,6,6,1,4,6,3,1,3.8
103682,59,Female,United States,3,3,5,4,3,5,4,1,3,3,4,3,4,4,7,9,9,10,2,6,5,5,5,5,6,6,6,2,5,3,3.4,3.666667,5
103686,23,Female,United States,4,4,4,3,3,3,3,3,3,3,2,2,4,3,1,3,2,4,1,4,6,6,6,6,5,5,5,3,4,3,3.3,2.666667,5.8
103687,48,Female,United States,5,5,5,2,2,5,3,2,5,5,1,3,1,0,NA,5,1,6,NA,6,6,5,5,5,6,6,4,1,2,4,4.5,1.666667,3.3
103692,59,Male,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103695,23,Female,United States,4,5,5,3,2,3,3,3,4,3,3,3,4,4,5,5,6,6,5,5,6,6,6,5,5,5,5,4,4,6,3.7,3.333333,4.8
103699,58,Female,United States,1,3,2,5,3,1,5,5,1,2,2,2,1,6,8,7,8,7,6,3,5,4,5,5,5,5,5,1,3,2,1.6,1.666667,5
103709,50,Male,United States,NA,1,3,5,5,1,2,5,1,1,1,1,2,7,7,5,7,8,4,3,3,4,5,5,1,1,1,1,2,4,1.555556,1.333333,3.7
103713,39,Male,United States,3,1,2,5,4,2,5,4,2,1,1,1,1,4,6,6,7,6,5,2,6,4,5,5,6,2,4,2,4,4,1.7,1,5.9
103725,30,Female,United States,2,2,2,4,3,2,5,4,1,1,1,2,2,2,4,6,4,8,3,2,2,3,5,4,6,6,5,1,4,2,1.8,1.666667,5.1
